ETF,DEA_Score,In_Risk,In_Cost,Out_CAGR,Out_Div,Out_Liquidity,Out_Diversity
RWJ,0.2672,0.5759652290127594,0.5114285714285718,0.44163765854469716,0.33014256619144605,0.13726078847251116,0.8601270588879609
IXJ,0.2589,0.2622636706000383,0.5228571428571432,0.2632943186211814,0.39531568228105907,0.20045481998896525,0.11085614140777962
QTEC,0.2586,0.6220189773284829,0.6942857142857148,0.6169192514084784,0.1,0.19693792504846772,0.14654216356093486
FIW,0.2518,0.3144901659498247,0.648571428571429,0.3345779301121895,0.2629327902240326,0.11570960618789453,0.3013869682489697
PHO,0.2503,0.32524476633738175,0.7400000000000005,0.3452405944473438,0.21812627291242365,0.12851058371446772,0.27586702630173743
XOP,0.2426,0.7369273572441313,0.46571428571428597,0.5335832658604849,0.4645621181262729,0.4248109673565406,0.12464504292344976
IYH,0.2367,0.2664202834326696,0.5000000000000003,0.2630037678706605,0.36680244399185347,0.21429433227263522,0.1
SKYY,0.236,0.6586073621732514,0.7514285714285719,0.6025123198543471,0.1,0.19288964394352842,0.1672932897024796
QQEW,0.2277,0.3815676724503399,0.6942857142857148,0.35111465348853543,0.17128309572301426,0.12537671526146077,0.5692785848268686
IYT,0.2219,0.5095758191800757,0.5000000000000003,0.40833122298262536,0.3179226069246436,0.20383238075938337,0.1
IGV,0.2215,0.6766290743792227,0.5114285714285718,0.37564700459383893,0.1,0.6562589965239818,0.10804660651450634
