ETF,In_Risk,In_Cost,Out_CAGR,Out_Div,Out_Liquidity,Out_Diversity,Out_Sentiment
DLN,0.16997498364722785,0.385714285714286,0.5371246957630605,0.48900203665987785,0.24749541455086588,0.9293180168955462,1.0
VOX,0.3831639237301163,0.16857142857142865,0.7814504665029858,0.3138492871690428,0.2543961586482872,0.1,0.5578401626903001
GSIE,0.20675350896032527,0.35142857142857165,0.5290194262414536,0.6539714867617109,0.2753018561243554,,0.37294510814230564
EFAV,0.10034213938819302,0.2942857142857145,0.501792628081791,0.7171079429735234,0.27231816901429107,,0.4016374875416733
SCHC,0.2576797884021088,0.1571428571428572,0.5373275330794619,0.8433808553971487,0.27409701090864286,0.9566493694976519,0.5291110329061012
SPXL,1.0,1.0,1.0,0.2629327902240326,0.5576210293255615,0.5305612223941291,0.10679882119379648
KBWB,0.5496229266042241,0.46571428571428597,0.8589096519649715,0.5623217922606926,0.3656655866214851,0.1,0.8188491326855453
XMHQ,0.4421021247091588,0.35142857142857165,0.5126526476437142,0.22219959266802447,0.25293398806235406,0.7615961772800087,0.35526043611531233
JHMM,0.36507444625263274,0.5342857142857147,0.47476866723852995,0.29348268839103875,0.24631278776305782,0.910156496022564,0.36080007307094064
EWC,0.21925602095670627,0.6371428571428576,0.6480273690279297,0.38920570264765786,0.40408174175879785,,0.44638785088155264
GNR,0.37671660208455765,0.5228571428571432,0.4820269539119203,0.5704684317718941,0.24301720888946063,,0.15025711837223737
DSI,0.33762899577552524,0.35142857142857165,0.5832811494236421,0.3036659877800407,0.22824046832728606,0.47467858756520664,0.6936018869495838
XME,0.6979201827737973,0.46571428571428597,0.8684347827013882,0.17128309572301426,0.41739475814809723,0.16970850390897763,1.0
ILF,0.4678880792896578,0.6028571428571433,0.67543781719028,0.869857433808554,0.35497795507083835,,1.0
NLR,0.7645730696635158,0.7057142857142863,1.0,0.5887983706720978,0.23609430084234215,,0.7801877278429836
FDN,0.4987751480144904,0.6257142857142861,0.5680546454694566,0.1,0.27954732055375003,0.31890959376754247,0.6235208373070135
REET,0.29405223421299753,0.22571428571428584,0.30060267961495635,0.8433808553971487,0.30896513688802735,0.10054219094431589,0.1
FEZ,0.29640049119651957,0.39714285714285746,0.5153580588773382,0.6804480651731162,0.3559136817048002,,0.3923725221026163
UPRO,1.0,1.0,1.0,0.3118126272912424,,,0.10953188928677925
RSPT,0.531695538110049,0.5228571428571432,0.6213021820696382,0.1773930753564155,0.2808240410982623,0.12464504292344976,0.34678850529629995
IYR,0.3104343718245596,0.5000000000000003,0.2887120272021288,0.584725050916497,0.5378477049766538,0.1058901652587045,0.2833612095389815
KRE,0.6827912746349214,0.46571428571428597,0.5936834145012541,0.5928716904276986,0.6297002023214873,0.12464504292344976,0.42349236113163247
SLYG,0.5049456551393632,0.23714285714285727,0.40650294609019655,0.2629327902240326,0.21996104248668066,0.783308460095568,1.0
SLYV,0.5485836639726267,0.23714285714285727,0.38798992940134525,0.5093686354378819,0.23077501675727485,0.9068170927064365,0.9486031361402963
VTHR,0.3097868119499219,0.1342857142857143,0.6007635332615892,0.33625254582484726,0.20107276727547563,0.6979996440160466,1.0
EMLP,0.1586115058253561,1.0,0.7199688312748342,0.6600814663951121,0.2140305737498751,0.23035995454358751,0.8902686700282882
IVLU,0.25018351763601865,0.4200000000000004,0.7233869141606794,0.8250509164969451,0.2574855150948674,,0.7076753501092035
IMTM,0.23146838655167407,0.4085714285714289,0.6064950579723365,0.5684317718940937,0.23123178276114514,,0.49705115771771524
